,REG1V.HE,NESTE.HE,ORNBV.HE,KNEBV.HE,OLVAS.HE,HUH1V.HE,DETEC.HE,ORNAV.HE,CGCBV.HE,VAIAS.HE,ALBBV.HE,VALMT.HE,EQV1V.HE,PON1V.HE
2023-03-22 12:00:00,38.900001525878906,44.060001373291016,46.119998931884766,49.66999816894531,30.200000762939453,33.43000030517578,18.200000762939453,43.95000076293945,45.599998474121094,41.20000076293945,39.099998474121094,27.190000534057617,20.049999237060547,27.25
2023-03-22 13:00:00,39.0,44.0099983215332,46.04999923706055,49.599998474121094,30.049999237060547,33.4900016784668,18.299999237060547,44.0,45.560001373291016,41.849998474121094,39.400001525878906,27.040000915527344,20.100000381469727,27.350000381469727
2023-03-22 14:00:00,39.040000915527344,43.91999816894531,46.16999816894531,49.65999984741211,30.200000762939453,33.54999923706055,18.100000381469727,43.95000076293945,45.7400016784668,41.599998474121094,39.400001525878906,27.139999389648438,20.200000762939453,27.25
2023-03-22 15:00:00,39.060001373291016,43.810001373291016,46.2400016784668,49.70000076293945,30.100000381469727,33.47999954223633,18.0,43.95000076293945,45.7599983215332,41.75,39.099998474121094,27.09000015258789,20.200000762939453,27.200000762939453
2023-03-22 16:00:00,39.099998474121094,43.77000045776367,46.150001525878906,49.849998474121094,30.049999237060547,33.560001373291016,18.0,44.0,45.86000061035156,41.099998474121094,39.900001525878906,27.100000381469727,20.299999237060547,27.299999237060547
2023-03-23 08:00:00,39.400001525878906,43.880001068115234,45.810001373291016,49.5,30.100000381469727,33.45000076293945,18.0,44.0,45.70000076293945,40.79999923706055,39.5,27.079999923706055,20.450000762939453,27.299999237060547
2023-03-23 09:00:00,39.540000915527344,43.959999084472656,45.93000030517578,49.13999938964844,30.299999237060547,33.22999954223633,18.0,44.45000076293945,45.81999969482422,40.25,39.900001525878906,27.139999389648438,20.399999618530273,27.350000381469727
2023-03-23 10:00:00,39.65999984741211,43.75,45.9900016784668,49.310001373291016,30.149999618530273,33.27000045776367,18.0,44.599998474121094,45.619998931884766,40.20000076293945,40.0,27.149999618530273,20.600000381469727,27.25
2023-03-23 16:00:00,39.70000076293945,43.79999923706055,46.08000183105469,49.619998931884766,30.299999237060547,33.310001373291016,18.0,44.45000076293945,45.720001220703125,40.5,39.400001525878906,27.239999771118164,20.700000762939453,27.299999237060547
2023-03-24 08:00:00,39.70000076293945,43.95000076293945,46.09000015258789,49.630001068115234,30.200000762939453,33.29999923706055,18.0,44.650001525878906,45.779998779296875,40.400001525878906,39.29999923706055,27.229999542236328,20.700000762939453,27.299999237060547
2023-03-24 09:00:00,39.91999816894531,43.84000015258789,46.06999969482422,49.470001220703125,30.25,33.2400016784668,18.649999618530273,44.650001525878906,45.84000015258789,40.54999923706055,39.5,27.15999984741211,20.600000381469727,27.450000762939453
2023-03-24 10:00:00,40.040000915527344,43.95000076293945,45.95000076293945,49.5,30.649999618530273,33.29999923706055,18.049999237060547,44.849998474121094,45.720001220703125,40.5,39.400001525878906,27.190000534057617,20.75,27.299999237060547
2023-03-24 11:00:00,40.279998779296875,44.060001373291016,46.08000183105469,49.310001373291016,30.399999618530273,33.349998474121094,18.75,45.0,45.97999954223633,40.0,39.79999923706055,26.989999771118164,20.600000381469727,27.299999237060547
2023-03-24 13:00:00,40.5,44.099998474121094,46.08000183105469,49.220001220703125,30.049999237060547,33.439998626708984,18.049999237060547,45.0,45.97999954223633,40.45000076293945,39.900001525878906,27.110000610351562,20.649999618530273,26.899999618530273
2023-03-24 14:00:00,40.380001068115234,44.0,46.130001068115234,48.95000076293945,29.950000762939453,32.869998931884766,18.450000762939453,45.29999923706055,45.560001373291016,40.29999923706055,39.79999923706055,26.950000762939453,20.649999618530273,26.450000762939453
2023-03-24 15:00:00,40.65999984741211,44.0,46.369998931884766,49.029998779296875,29.850000381469727,33.2400016784668,18.25,46.150001525878906,45.81999969482422,40.25,39.79999923706055,27.1299991607666,20.649999618530273,26.799999237060547
2023-03-24 16:00:00,40.400001525878906,44.08000183105469,46.61000061035156,49.11000061035156,29.799999237060547,33.209999084472656,18.0,46.0,45.81999969482422,40.400001525878906,39.79999923706055,27.1200008392334,20.649999618530273,26.450000762939453
2023-03-27 07:00:00,40.47999954223633,43.88999938964844,46.869998931884766,49.06999969482422,29.75,33.209999084472656,18.0,46.0,45.5,40.150001525878906,39.900001525878906,27.1200008392334,20.5,26.5
2023-03-27 08:00:00,40.52000045776367,43.810001373291016,47.0,49.0099983215332,29.899999618530273,33.2599983215332,17.600000381469727,46.20000076293945,45.81999969482422,40.25,39.599998474121094,27.209999084472656,20.450000762939453,26.75
